CNESource,Codigo,Nombre,Categoria,Tecnologia,Estado,FechaInst,FechaSusp,Altitud,LatDD,LongDD,Depto,Municipio,AreaOperat,Entidad,AH,ZH,SZH,Corriente,Observ,Subred
CNE,11010010,LA VUELTA [11010010],Pluviométrica,Convencional,Activa,15/01/1943,,98,"5.458944444","-76.544722222",Choco,Cértegui,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Andágueda,,Corrección por deficiencia en la georreferenciación inicial,RED ALERTAS - AREA OPERATIVA 01
CNE,11017010,AGUASAL [11017010],Limnimétrica,Convencional,Activa,15/05/1976,,75,"5.473943889","-76.537861111",Choco,Lloró,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Andágueda,Andagueda,27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.,
CNE,11017020,BAGADÓ - AUT [11017020],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,29/12/2017,,90,"5.412","-76.417888889",Choco,Bagadó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Andágueda,Andagueda,ESTACIÓN ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. (13012023) ESTACIÓN YA CUENTA CON OBSERVADOR.|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. ,
CNE,11020010,CARMEN DE ATRATO [11020010],Pluviométrica,Convencional,Activa,15/10/1958,,1850,"5.908527778","-76.14208333",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,,,
CNE,11020020,GUADUAS [11020020],Pluviométrica,Convencional,Suspendida,15/03/1977,15/04/2002,1500,"5.766666667","-76.18333333",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,,,
CNE,11020050,EL PINON [11020050],Pluviométrica,Convencional,Activa,15/10/1958,,715,"5.757666667","-76.25086111",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,,,
CNE,11025010,LA MANSA [11025010],Climatológica Ordinaria,Convencional,Activa,15/07/1973,,2018,"5.878305556","-76.08433333",Antioquia,Ciudad Bolívar,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,,,
CNE,11027010,PUENTE LAS SANCHEZ [11027010],Limnimétrica,Convencional,Suspendida,15/08/1972,"06/01/2016",2000,"5.851972222","-76.18080556",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,,
CNE,11027020,OCHO EL [11027020],Limnimétrica,Convencional,Suspendida,15/04/1972,15/02/1979,900,"5.85","-76.25",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,,
CNE,11027030,EL SIETE - AUT [11027030],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/1979,,2300,"5.862","-76.15205556",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|05/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización bajo el memorando 20253080087083,RED ALERTAS - AREA OPERATIVA 01
CNE,11027040,ARRAYANES LOS [11027040],Limnigráfica,Convencional,Suspendida,15/12/1979,10/12/2008,1500,"5.8","-76.3",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,,
CNE,11027050,GINDRAMA [11027050],Limnigráfica,Automática con Telemetría,Suspendida,15/12/1979,"02/07/2025",75,"5.521555556","-76.51772222",Choco,Lloró,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,"EL GRUPO DE AUTOMATIZACION REPORTA ESTACION SINESTRADA POR ANTENA GPS Y PANEL SOLAR. ESTACION SINIESTRADA (07/12/2022)|02/07/2025$mvelez$La estación está ubicada sobre el río Atrato, no tiene observador debido a que no hay poblaciones cercanas y la estación automática fue vandalizada desde 2021, por lo que desde esa fecha carece de esa información, el acceso a las miras para la operación y mantenimiento es difícil, y no hay disponibilidad de otros observadores. La calidad de las series de niveles y de caudales es deficiente.bajo memorando 20253080112483",
CNE,11027060,PINON EL [11027060],Limnimétrica,Convencional,Suspendida,15/03/1959,15/11/1971,1350,"5.733333333","-76.36666667",Choco,El Carmen,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Alto Atrato,Atrato,,
CNE,11027070,BORAUDO [11027070],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/04/2005,"02/07/2025",78,"5.514611111","-76.57569444",Choco,Lloró,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),Atrato,"AUTOMATIZACION REPORTA QUE DEBIDO A SINIESTRO SE RETIRA ALGUNOS COMPONENTES PRESENTES POR ESTA RAZON ESTA EN MANTENIMIENTO
Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO (22032023)|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. |02/07/2025$mvelez$La estación está ubicada sobre el río Atrato, la sección es inestable, no tiene observador y la estación automática no ha generado datos continuos. No pertenece a la red de alertas diarias. No pertenece a programa de sedimentos ni de calidad de agua. La calidad de las series de niveles y de caudales es deficiente.  Bajo memorando 20253080112483|27/08/2025$mvelez$Se cambia el estado de la estación de suspendida a mantenimiento debido a que realizara visita técnica con el convenio Corchoco bajo memorando 20253080146613- 29/08/2025 ",
CNE,11030010,CERTEGUI [11030010],Pluviométrica,"Automática con Telemetría, Convencional",Activa,15/01/1967,,72,"5.38","-76.61",Choco,Cértegui,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,,EL GRUPO DE AUTOMATIZACION REPORTA QUE LA ESTACION DEJO DE TRANSMITIR EL 30/10/22. ESTACION EN MANTENIMIENTO (07/12/2022),
CNE,11030030,MANAGRU [11030030],Pluviométrica,Convencional,Activa,15/02/1977,,64,"5.334166667","-76.72813889",Choco,El Cantón Del San Pablo (Managrú),Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,,,
CNE,11030040,PAIMADO [11030040],Pluviométrica,Convencional,Activa,15/02/1977,,35,"5.481611111","-76.74086111",Choco,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,,,
CNE,11030070,LOMA LA PUEBLO NUEVO [11030070],Pluviográfica,Convencional,Suspendida,15/04/2005,15/12/2022,72,"5.584666667","-76.753277778",Choco,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,Quito,ESTACIÓN RECREADA EN CNE (15122022). ESTA ESTACIÓN HABÍA SIDO ELIMINADA EN EL PRIMER PROCESO DE HOMOLOGACION.,
CNE,11035010,LLORO [11035010],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/03/1983,,60,"5.499","-76.539",Choco,Lloró,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Andágueda,,"Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|21/06/2024$lhurtado$Se actualiza tecnología por solicitud de la coordinadora del AO. Reunión Estado de la Red 19062024|25/04/2025$mvelez$Se realiza el cambio de coordenadas y elevación latitud 5.499, longitud -76.539 elevación 60 m, se hace necesario actualizar la ubicación geográfica, ya que la información que reposa actualmente, no corresponde a la ubicación real de la estación. Solicitud memorando 20253080049583 |24/11/2025$mvelez$Se recategoriza la estación bajo el memorando 20253080179543 dejandola CP convencional, automatica con telemetria, trasnmisión satelital inmarsat se pasan todas las etiquetas de la estación Lloro 1117500060 la cual fue suspendida. 
",
CNE,11035020,SAN ISIDRO [11035020],Pluviométrica,Convencional,Activa,15/03/1983,,53,"5.626166667","-76.74972222",Choco,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,,"06/06/2022$Migracion$Estación Homologada en la primera fase con la estación SAN ISIDRO [11037010] ",
CNE,11035030,UNION PANAMERICANA - AUT  [11035030],Climatológica Ordinaria,Automática con Telemetría,Activa,29/12/2017,,110,"5.284827778","-76.627822222",Choco,Unión Panamericana ( Animas),Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,,Corrección interna nombre de estación|26/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022,
CNE,11037010,SAN ISIDRO [11037010] ,Limnimétrica,Convencional,Suspendida,15/05/1967,16/05/2022,53,"5.62625","-76.749721944",Choco,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,Quito,16/05/2022$Migracion$Creación nuevamente de la estación por error de eliminación en la primera homologacion,
CNE,11037020,PUENTE CERTEGUI [11037020],Limnigráfica,Convencional,Activa,15/06/1971,,77,"5.37475","-76.61325",Choco,Cértegui,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,Quito,,
CNE,11037030,LA LOMA PUEBLO [11037030],Limnigráfica,Automática con Telemetría,Suspendida,15/04/2005,11/10/2018,72,"5.584666667","-76.75327778",Choco,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Quito,Quito,Mediante orfeo 20187010005963 el Coordinador del AO 01 solicita suspender estacion.,
CNE,11040010,TUTUNENDO [11040010],Pluviométrica,Convencional,Activa,15/01/1966,,54,"5.743611111","-76.53780556",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Bebaramá y otros Directos Atrato (md),,,
CNE,11045010,AEROPUERTO EL CARAÑO [11045010],Sinóptica Principal,Automática con Telemetría,Activa,15/02/1947,,75,"5.690555556","-76.64377778",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),,ESTACION ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. (16012023) ESTACION YA CUENTA CON OBSERVADOR.,"RED DE ISOTOPIA AREA OPERATIVA 01,Colombia,SINOPTICA"
CNE,11045030,HUAPANGO [11045030],Climatológica Ordinaria,Convencional,Suspendida,15/07/1966,15/11/1972,50,"5.7","-76.63333333",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),,,
CNE,11047010,BELÉN - AUT [11047010],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/1965,,26,"5.764833333","-76.66966667",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),Atrato,Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (22032023)|15/10/2025$mvelez$Se cambio de estado bajo el memorando 20253080178903 atendiendo a la solicitud del aop 1 y del grupo de automatización ,
CNE,11047020,QUIBDO [11047020],Limnigráfica,Automática con Telemetría,Activa,15/05/1974,,21,"5.697778056","-76.662222222",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),Atrato,Estación Pendiente Homologacion 2|27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|17/12/2024$mvelez$Se modifica la altura a solicitud de la coordinadora AO1 mediante memorando 20243080239923,RED ALERTAS - AREA OPERATIVA 01
CNE,11047030,NEGUA [11047030],Limnimétrica,Convencional,Suspendida,15/05/1975,26/02/2026,35,"5.828168889","-76.618016667",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Bebaramá y otros Directos Atrato (md),Negua,"27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|02/07/2025$mvelez$La estación está ubicada sobre el río Negúa, afluente del río Atrato, la calidad de las lecturas convencionales es regular. No cuenta con componente automático. No pertenece a la red de alertas diarias. No pertenece a programa de sedimentos. La calidad de las series de niveles y de caudales es regular, debido a que en la estación y los alrededores hay maquinaria usada para la minería. Bajo el memorado 20253080112483|14/07/2025$mvelez$Bajo el memorando 20253080112483 se solicito la suspensión luego de la visita a la estación se recopilo información que no se ha capturado en el sistema se deja una ventana de 150 días para la revisión y captura  de la información razón por la cual se activa nuevamente. 


|26/09/2025$mvelez$Bajo memorando 20253080112483 se solicitó la suspensión  luego de la visita a la estación se recopilo información que no se ha capturado en el sistema se dejó una ventana de 150 días para la captura de la información se vuelve a suspender ya que se cuenta con la información en el sistemas DHIME ",
CNE,11047040,QUIBDO [11047040],Limnigráfica,Automática con Telemetría,En Mantenimiento,30/11/2008,,21,"5.697778056","-76.66222222",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),Atrato,Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|08/11/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|04/02/2025$mvelez$Se modifica la altura a solicitud de la coordinadora AO1 mediante memorando 20243080239923,
CNE,11050010,TAGACHI [11050010],Pluviométrica,Convencional,Activa,15/01/1966,,20,"6.221777778","-76.72702778",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),,,
CNE,11050020,BETE [11050020],Pluviométrica,Convencional,Activa,15/02/1977,,25,"5.994722222","-76.78002778",Choco,Medio Atrato (Beté),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),,Solicitado mediante correo electrónico|26/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022|21/06/2024$lhurtado$Se actualiza tecnología por solicitud de la coordinadora del AO. Reunión Estado de la Red 19062024|21/02/2025$mvelez$Se activa la estación por solicitud de la coor Gladys del Gallego bajo el memorando 20253080031513 ,
CNE,11050030,EL BUEY [11050030],Pluviométrica,Convencional,Activa,15/02/1977,,25,"6.1025","-76.82136111",Choco,Medio Atrato (Beté),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),,,
CNE,11050040,CALAORRA [11050040],Pluviométrica,Convencional,Suspendida,15/02/1977,15/03/1994,50,"5.766666667","-76.85",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),,,
CNE,11050060,ALTO DEL BUEY [11050060],Pluviométrica,Convencional,Activa,15/02/1977,,100,"6.108333333","-76.91563889",Choco,Medio Atrato (Beté),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),,,
CNE,11057010,TAGACHI [11057010],Limnimétrica,Convencional,Suspendida,15/04/1966,15/02/2002,18,"6.216666667","-76.71666667",Choco,Quibdó,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),Atrato,,
CNE,11057020,SAN ANTONIO PADUA - AUT [11057020],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/05/1973,,18,"6.286666667","-76.76180556",Antioquia,Vigia Del Fuerte,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),Atrato,SE ACTIVA NUEVAMENTE POR SOLICITUD DEL AO. ESTACION YA CUENTA CON OBSERVADOR.|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. ,
CNE,11060010,BUCHADO [11060010],Pluviométrica,Convencional,Activa,15/01/1969,,18,"6.42","-76.77927778",Antioquia,Vigia Del Fuerte,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),,,
CNE,11070010,PLAYA LA-MURRY [11070010] ,Pluviométrica,Convencional,Suspendida,15/12/1966,16/05/2022,22,"6.616666944","-76.75",Antioquia,Vigia Del Fuerte,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,16/05/2022$Migracion$Creación de estación nuevamente en CNE por eliminación en el primer proceso de homologacion,
CNE,11070020,EL ROBLE [11070020],Pluviométrica,Convencional,Activa,15/03/1977,,1496,"6.332051667","-76.229145",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,,
CNE,11070030,LA CLARITA [11070030],Pluviométrica,Convencional,Activa,15/03/1977,,2300,"6.539444444","-76.15861111",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,,
CNE,11070040,URRAO [11070040],Pluviométrica,Convencional,Suspendida,15/01/1969,15/07/1973,1875,"6.333333333","-76.16666667",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,,
CNE,11070130,BRECHON EL [11070130],Pluviométrica,Convencional,Suspendida,15/10/1970,15/01/2000,2320,"6.133333333","-76.03333333",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,,
CNE,11075010,HONDA LA [11075010],Climatológica Ordinaria,Convencional,Suspendida,15/07/1990,10/05/2011,1850,"6.356388889","-76.15805556",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,,
CNE,11075020,URRAO [11075020],Climatológica Ordinaria,Convencional,Activa,15/06/1973,,1833,"6.298305556","-76.143305556",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,,Orfeo 20177010004033,"RED ALERTAS - AREA OPERATIVA 01,Zona cafetera"
CNE,11077010,BELLAVISTA  [11077010],Limnimétrica,Convencional,Activa,15/05/1966,,12,"6.558805556","-76.88447222",Choco,Bojayá (Bellavista),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),Atrato,Solicitado mediante REQ 2018-013834 de la mesa de servicio,
CNE,11077020,LA MAGDALENA [11077020],Limnimétrica,Convencional,Activa,15/09/1972,18/11/2025,1770,"6.298361111","-76.13447222",Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,Penderisco,"ESTACION ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. ESTACION YA CUENTA CON OBSERVADOR Y PERTENECE A LA RED DE ALERTAS.|30/05/2025$mvelez$Se realiza el cambio de categoría y tecnología luego de realizar la revisión con el grupo de automatización el 24/04/2025 se realiza cambio bajo memorando 20253080087093|18/11/2025$mvelez$Se suspende bajo el memorando 20253080021923 con la aprobación de las áreas temáticas y automatización con la hoja de inspección y el proceso de almacén |19/11/2025$mvelez$Se activa la estación bajo el memorando  20253080207133 la   cual   se   cerró   anteriormente   por   siniestro   y   falta   de equipos   para   operarla, pero   en   la   actualidad   se   reactivó   y   se   puede   operar nuevamente quedando convencional ","RED ALERTAS - AREA OPERATIVA 01,Zona cafetera"
CNE,11077030,PLAYA LA [11077030],Limnimétrica,Convencional,Suspendida,15/09/1975,15/02/2002,22,"6.616666667","-76.75",Antioquia,Vigia Del Fuerte,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Murrí,Murri,"06/06/2022$Migracion$Estación homologada en primera fase con la estación  PLAYA LA-MURRY [11070010]",
CNE,11080010,BELLAVISTA - AUT [11080010],Climatológica Ordinaria,Automática con Telemetría,Activa,15/07/1966,,18,"6.559166667","-76.88541667",Choco,Bojayá (Bellavista),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),,Cambio Nombre por error en migración|29/09/2022$Migracion$Cambio Nombre por error en migración|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. ,
CNE,11080030,LOMA LA-BOJAYA [11080030],Pluviométrica,Convencional,Suspendida,15/01/1967,16/05/2022,20,"6.533333056","-76.983332778",Choco,Bojayá (Bellavista),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Bojayá,,16/05/2022$Migracion$Creación de la Estación nuevamente por eliminación en el proceso de homologacion 1|06/06/2022$Migracion$16/05/2022$Migracion$Creación de la Estación nuevamente por eliminación en el proceso de homologacion 1 Estación Homologada en primera fase con la estación LOMA LA [11085010],
CNE,11085010,LOMA LA [11085010],Agrometeorológica,Convencional,Suspendida,15/09/1980,15/07/2000,20,"6.533333333","-76.98333333",Choco,Bojayá (Bellavista),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Bojayá,,"06/06/2022$Migracion$Estación Homologada en primera fase con la estación LOMA LA-BOJAYA [11080030]",
CNE,11090010,OPOGADO [11090010],Pluviométrica,Convencional,Activa,15/04/1977,,50,"6.812527778","-76.97272222",Choco,Bojayá (Bellavista),Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Atrato - Darién,Río Napipí - Río Opogadó,,,
