CNESource,Codigo,Nombre,Categoria,Tecnologia,Estado,FechaInst,FechaSusp,Altitud,LatDD,LongDD,Depto,Municipio,AreaOperat,Entidad,AH,ZH,SZH,Corriente,Observ,Subred
CNE,35197210,BOCATOMA-CUSIANA [35197210],Limnigráfica,Convencional,Suspendida,15/11/1999,15/09/2005,460,"5.1166666669999996","-72.733333329999994",Casanare,Tauramena,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,Cusiana,,
CNE,35207010,PATAGONIA LA [35207010],Limnimétrica,Convencional,Suspendida,15/12/1982,31/01/1991,140,"4.5666666669999998","-71.833333330000002",Casanare,Mani,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,Meta,,
CNE,35207020,ROMERENA LA [35207020],Limnimétrica,Convencional,Suspendida,15/12/1982,15/03/1985,135,"4.6833333330000002","-71.583333330000002",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Meta entre ríos Cusiana y Cravo Sur ,Meta,,
CNE,35210010,MORRO EL [35210010],Pluviométrica,Convencional,Activa,15/11/1974,,656,"5.4530555559999998","-72.456249999999997",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,"Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06"
CNE,35210020,YOPAL [35210020],Pluviométrica,Convencional,Suspendida,15/10/1960,15/12/1992,320,"5.35","-72.400000000000006",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,
CNE,35210040,MOLINOS D CASANARE [35210040],Pluviográfica,Convencional,Activa,15/11/1995,,330,"5.4132499999999997","-72.298305560000003",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,
CNE,35210050,CHAPARRERA LA [35210050],Pluviográfica,Convencional,Activa,15/11/1995,,395,"5.4918888890000002","-72.229361109999999",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,"Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06"
CNE,35210060,DESECHO EL HACIENDA [35210060],Pluviográfica,Convencional,Activa,15/11/1995,,345,"5.6091111109999998","-72.067805559999996",Casanare,Nunchía,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,,
CNE,35215020,AEROPUERTO YOPAL - AUT [35215020],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,17/11/2005,,325,"5.3204444439999996","-72.387500000000003",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,"Radición Global,Radiación Visible,Radiación Ultravioleta,Colombia,Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06"
CNE,35215030,Pisba - Aut [35215030],Climatológica Ordinaria,Automática con Telemetría,Activa,15/12/2016,,1482,"5.7205555559999999","-72.488472220000006",Boyacá,Pisva,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,,
CNE,35217010,PUENTE YOPAL  - AUT [35217010],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/11/1974,,343,"5.3689999999999998","-72.413722219999997",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Cravo Sur,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,"RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca"
CNE,35217020,LA ESTACION [35217020],Limnimétrica,Convencional,Activa,15/04/1978,,141,"4.6966939999999999","-71.580667000000005",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Cravo Sur,"Corrección solicitada por verificación del área operativa 03|09/05/2022$Migracion$Proceso de homologacion segunda fase, suspendido temporalmente por solicitud de Informática. Se informara oportunamente el reinicio del proceso.|13/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ",
CNE,35217030,PUENTE LA CABANA [35217030],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/1979,,497,"5.4379444440000002","-72.455222219999996",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Cravo Sur,"20/05/2022$Migracion$El coordinador del AO06. Solicito que la estacion ya no sean tenidas en cuenta en el programa de Pronóstico y alertas tempranas, en razón a que la comunicación y actualización diaria se ha dificultado con los observadores. Dificultad en la comunicación con el observador. (no volvió a contestar)|20/05/2022$Migracion$20/05/2022$Migracion$El coordinador del AO06. Solicito que la estacion ya no sea tenida en cuenta en el programa de Pronóstico y alertas tempranas, en razón a que la comunicación y actualización diaria se ha dificultado con los observadores. Dificultad en la comunicación con el observador. (no volvió a contestar)|20/05/2022$Migracion$20/05/2022$Migracion$ REQ 2022-003579. El coordinador del AO06. Solicito que la estacion ya no sean tenidas en cuenta en el programa de Pronóstico y alertas tempranas, en razón a que la comunicación y actualización diaria se ha dificultado con los observadores. Dificultad en la comunicación con el observador. (no volvió a contestar)|20/05/2022$Migracion$20/05/2022$Migracion$El coordinador del AO06. Solicito que la estacion ya no sea tenida en cuenta en el programa de Pronóstico y alertas tempranas, en razón a que la comunicación y actualización diaria se ha dificultado con los observadores. Dificultad en la comunicación con el observador. (no volvió a contestar)",
CNE,35217040,PUENTE CARRETERA [35217040],Limnimétrica,Convencional,Suspendida,15/03/1980,22/02/2019,224,"5.4026111109999997","-72.329166670000006",Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Quebrada La Niata,Solicitado con orfeo 20187060000713,
CNE,35217050,PUERTO TOCARIA [35217050],Limnigráfica,Convencional,Suspendida,15/08/1978,15/09/1981,210,"5.4","-72.183333329999996",Casanare,Nunchía,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Tocaria,,
CNE,35217060,PLAYON EL AUT [35217060],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/2016,,271,"5.5404999999999998","-72.231722219999995",Casanare,Nunchía,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Tocaria,,"RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca"
CNE,35217090,LABRANZA GRANDE AUT [35217090],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/2016,,1125,"5.5669166670000001","-72.583555559999994",Boyacá,Labranzagrande,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Rio Cravo Sur,,
CNE,35220010,MODULOS [35220010],Pluviométrica,Convencional,Suspendida,15/04/1979,15/04/1981,130,"4.9104722220000001","-71.43305556",Casanare,Orocué,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,,
CNE,35220020,OROCUE [35220020],Pluviométrica,Convencional,Suspendida,15/01/1932,15/12/1960,130,"4.7932777780000002","-71.329111109999999",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,,
CNE,35220030,OROCUE [35220030],Pluviográfica,Convencional,Activa,15/04/1981,,133,"4.79962","-71.333067",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,Estacion Homologada con OROCUE BZO DERECHO [35227070]. Datos Transferidos desde 15/04/1981.|14/03/2022$Migracion$Proceso de Homologacion segunda fase aplazado por solicitud de Informática por Cargue masivo de datos.|14/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35220040,MACUCUANA [35220040],Pluviométrica,Convencional,Activa,15/06/1983,,125,"4.9267669999999999","-71.083872999999997",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,|14/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35225010,MODULOS [35225010],Climatológica Ordinaria,Convencional,Suspendida,15/04/1978,15/05/1981,130,"4.8","-71.333333330000002",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,,
CNE,35225030,MODULOS - AUT [35225030],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/12/2016,,139,"4.9105280000000002","-71.433082999999996",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,Actualizado Tecnologia y Tipo de transmision por solicitud del coordinador del AO. (31012023)|08/11/2024$mvelez$Su nombre es MODULOS - AUT [35225030] y opera normalmente. En el catálogo aparece como climática ordinaria (CO) y debería estar climática principal (CP).correo electrónico de coordinador 01/10/2024|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,"Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 03"
CNE,35227010,SAN MIGUEL [35227010],Limnimétrica,Convencional,Suspendida,15/04/1978,15/11/1981,132,"4.8333333329999997","-71.433333329999996",Casanare,Orocué,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,CAÑO BUTAQUITO,,
CNE,35227050,CHARANGA LA [35227050],Limnimétrica,Convencional,Suspendida,15/04/1978,15/03/1988,137,"4.9333333330000002","-71.433333329999996",Casanare,Orocué,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,CAÑO DUYA,,
CNE,35227070,OROCUE BRAZO DERECHO [35227070],Limnigráfica,Automática con Telemetría,En Mantenimiento,15/04/1978,,132,"4.781034","-71.349305999999999",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,Meta,Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (31012023)|18/11/2024$mvelez$solicitud de coordinador ao3  mediante correo electrónico 01/10/2024|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 |09/12/2025$mvelez$Se cambia el tipo de transmisión bajo el memorando 20253100194423,
CNE,35227090,PUENTE CARRETERA CAÑODUYA [35227090],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/04/1988,,139,"4.9098889999999997","-71.420361",Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,CAÑO DUYA,|21/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 |09/12/2025$mvelez$Se recategoriza la estación de LM a LG se cambia la tecnología y la transmisión bajo el memorando 20253100194423,
CNE,35230010,SAN LUIS  PALENQUE [35230010],Pluviométrica,Convencional,Activa,15/11/1974,,170,"5.4204999999999997","-71.728055560000001",Casanare,San Luis De Palenque,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,
CNE,35230020,PORE [35230020],Pluviométrica,Convencional,Activa,15/09/1990,,300,"5.7261388889999996","-71.992888890000003",Casanare,Pore,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,
CNE,35230030,TABLON DE TAMARA [35230030],Pluviográfica,Convencional,Activa,15/10/1960,,350,"5.7471944439999998","-72.102999999999994",Casanare,Támara,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,
CNE,35230040,BANCO EL [35230040],Pluviográfica,Convencional,Activa,15/11/1995,,320,"5.6343888890000002","-72.00263889",Casanare,Pore,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,"RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca"
CNE,35235010,CARDON EL AUT [35235010],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,15/05/1974,,3590,"6.0116666670000001","-72.529277780000001",Boyacá,Socotá,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,
CNE,35235040,TRINIDAD - AUT [35235040],Climatológica Ordinaria,"Automática con Telemetría, Convencional",En Mantenimiento,15/12/2016,,265,"5.4190277780000002","-71.666166669999996",Casanare,Trinidad,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022,"Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06"
CNE,35235050,TAMARA - AUT [35235050],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,23/08/2017,,117,"5.8185833330000003","-72.166777780000004",Casanare,Támara,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,,"RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca"
CNE,35237010,PUENTE NONATO [35237010],Limnigráfica,Convencional,Suspendida,15/11/1995,22/02/2019,440,"5.6674166670000004","-72.087888890000002",Casanare,Pore,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,Pauto,Solicitado con orfeo 20187060000713,RED ALERTAS - AREA OPERATIVA 06
CNE,35237020,PUENTE CARRETERA [35237020],Limnimétrica,Convencional,Suspendida,15/11/1995,28/08/2025,360,"5.7289722220000003","-72.001222220000002",Casanare,Pore,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,Pore,|28/08/2025$mvelez$Se suspende bajo el memorando 20253130140823 producto de la reunión del grupo de monitoreo hidrológico ,RED ALERTAS - AREA OPERATIVA 06
CNE,35237030,TRINIDAD PAUTO - AUT [35237030],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/2016,,178,"5.4143888889999996","-71.668361110000006",Casanare,Trinidad,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022,RED ALERTAS - AREA OPERATIVA 06
CNE,35250010,LA AURORA [35250010],Pluviométrica,Convencional,Activa,15/06/1983,,94,"6.0956111110000002","-69.423416669999995",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,,Corrección solicitada por verificación del área operativa 03|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35250020,PATEVACAL [35250020],Pluviométrica,Convencional,Activa,15/06/1983,,81,"6.1761939999999997","-69.128156000000004",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,,|12/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025,
CNE,35250030,PUERTO FORTUNA [35250030],Pluviométrica,Convencional,Activa,15/06/1983,,81,"6.1442750000000004","-68.778289999999998",Vichada,Puerto Carreño,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,Meta,Estacion Homologada con PUERTO FORTUNA [35257030]. Datos Transferidos desde 15/06/1983.|14/03/2022$Migracion$Proceso de Homologacion segunda fase aplazado por solicitud de informática por cargue masivo de datos.|18/05/2022$Migracion$Estacion Homologada con PUERTO FORTUNA [35257030]. Datos Transferidos desde 15/06/1983.|14/03/2022$Migracion$Proceso de Homologacion segunda fase aplazado por solicitud de informática por cargue masivo de datos.|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35250040,ACEITICO [35250040],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/06/1983,,75,"6.1831670000000001","-68.443278000000007",Vichada,Puerto Carreño,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,,|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 |09/12/2025$mvelez$Se recategoriza de PM a CP se cambia la tecnología a Automática con telemetría transmisión Satelital Goes. ,
CNE,35257020,PATEVACAL [35257020],Limnimétrica,Convencional,Suspendida,15/02/1983,"01/10/2025",80,"6.1759250000000003","-69.128996000000001",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,Meta,"|12/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025|01/10/2025$mvelez$Se suspende la estación bajo el memorando 20253100121043 La calidad de las lecturas convencionales es regular e intermitente, reflejándose así en la serie de niveles",
CNE,35257030,PUERTO FORTUNA [35257030],Limnimétrica,Convencional,Suspendida,15/02/1983,"01/10/2025",73,"6.15","-68.78",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,Meta,"Estacion Homologada con PUERTO FORTUNA [35250030]. Datos Transferidos desde 15/06/1983.|14/03/2022$Migracion$Proceso de Homologacion segunda fase aplazado por solicitud de informática por cargue masivo de datos.|14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|01/10/2025$mvelez$Se suspende la estación bajo el memorando 20253100121043 estación de monitoreo de niveles sobre la corriente del rio Meta, no tiene datos desde octubre del 2014 a la fecha. Solamente se realizaba control de niveles",
CNE,35257040,ACEITICO [35257040],Limnimétrica,Convencional,Activa,15/02/1983,,68,"6.1835000000000004","-68.441556000000006",Vichada,Puerto Carreño,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,Meta,14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|09/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35260010,BONANZA [35260010],Pluviométrica,Convencional,Activa,15/06/1983,,117,"5.1437777999999996","-70.856858000000003",Vichada,Santa Rosalía,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare ,,|23/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35260030,HATO BURRUNAY [35260030],Pluviométrica,Convencional,Activa,15/06/1983,,112,"5.3852460000000004","-70.634867",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare ,,|13/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35260050,VUELTA MALA [35260050],Pluviométrica,Convencional,Suspendida,15/06/1983,,95,"5.5613611110000001","-70.280638890000006",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare ,,"03/10/2022$Migracion$POR SOLICITUD DE LA COORDINADORA DEL AO 03. REQ 2022-005806. SE SOLICITA SUSPENSION DE LA ESTACION VUELTA MALA. SE DEBE SUSPENDER DEFINITIVAMENTE LA ESTACION PM VUELTA MALA CON CODIGO 35260050 YA QUE EN EPOCA DE LLUVIAS SE INUNDA LA FINCA DONDE ESTA UBICADA LA ESTACION Y LA OBSERVADORA ABANDONA LA FINCA AL IGUAL LOS DATOS ULTIMAMENETE NO SON CONFIABLES DEBIDO A QUE ELLA SE LLEVA EL PLUVIOMETRO PARA EL CASCO URBANO Y VUELVE Y REGRESA A LA FINCA CUANDO EL NIVEL DEL RIO LO PERMITE.",
CNE,35260060,PUERTO INFANTE [35260060],Pluviométrica,Convencional,Suspendida,15/06/1983,15/01/1990,94,"5.733333333","-70.033333330000005",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Pauto y Carare ,,,
CNE,35260070,AGUAVERDE [35260070],Pluviométrica,Convencional,Activa,15/06/1983,,99,"5.7919720000000003","-69.987138999999999",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare ,,Estacion Homologada con AGUAVERDE [35267080]. Datos Transferidos desde 15/06/1983.|22/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
CNE,35260080,SAN JORGE [35260080],Pluviométrica,Convencional,Activa,15/06/1983,,98,"6.0103055559999996","-69.843888890000002",Vichada,La Primavera,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco ,,|12/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025,
CNE,35267010,LA HERMOSA [35267010],Limnimétrica,Convencional,Activa,15/11/1997,,105,"5.5333333329999999","-70.441972219999997",Casanare,Paz De Ariporo,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Pauto y Carare ,Meta,Corrección solicitada por verificación del área operativa 03|21/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,"RED ALERTAS - AREA OPERATIVA 03,Piedemonte y Altillanura Meta-Csanare-Arauca"
CNE,35267030,SANTA MARIA [35267030],Limnimétrica,Convencional,Activa,15/01/1983,,112,"5.2708389000000002","-70.705574999999996",Vichada,Santa Rosalía,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare ,Meta,|13/05/2025$mvelez$Se realiza el cambio de coordenada y elevación a solicitud del coordinador mediante memorando 20253100064473 09/04/2025 ,
